a :0.52,Iterations: 167 : -4.980082577772452e+154,-1.5909020288984396e+155,-1.502392264367007e+155,inf
a :0.53,Iterations: 166 : 1.999092186199307e+155,6.386158794182169e+155,6.030865130043226e+155,inf
a :0.54,Iterations: 164 : 8.062595235294203e+154,2.575619764874211e+155,2.4323252723344236e+155,inf
a :0.55,Iterations: 163 : -2.5273919687781625e+155,-8.07382799011595e+155,-7.624640924355993e+155,inf
a :0.56,Iterations: 161 : -7.712094148300186e+154,-2.463651161598701e+155,-2.32658603738632e+155,inf
a :0.5700000000000001,Iterations: 160 : 1.9217487500087225e+155,6.139082912134014e+155,5.797535303845299e+155,inf
a :0.58,Iterations: 158 : 4.518905863590018e+154,1.4435777709537607e+155,1.3632643850450143e+155,inf
a :0.59,Iterations: 157 : -9.094131168304382e+154,-2.9051469530441674e+155,-2.7435192298579755e+155,inf
a :0.6,Iterations: 156 : 1.6690064848103167e+155,5.331690311282037e+155,5.035061954894277e+155,inf
a :0.61,Iterations: 155 : -2.801771412961169e+155,-8.950341195714278e+155,-8.452389356242945e+155,inf
a :0.62,Iterations: 154 : 4.314462779172895e+155,1.37826782624619e+156,1.3015879562439072e+156,inf
a :0.63,Iterations: 152 : 5.814038870524905e+154,1.8573118197870758e+155,1.7539803582359037e+155,inf
a :0.64,Iterations: 151 : -7.464546628879575e+154,-2.3845713783331023e+155,-2.251905854390816e+155,inf
a :0.65,Iterations: 150 : 8.862150287737408e+154,2.8310399783512447e+155,2.6735351934485296e+155,inf
a :0.66,Iterations: 149 : -9.752027819753062e+154,-3.115313973620632e+155,-2.9419936174717572e+155,inf
a :0.67,Iterations: 148 : 9.968578378025019e+154,3.1844916864665176e+155,3.0073226313006142e+155,inf
a :0.68,Iterations: 147 : -9.485750413678338e+154,-3.0302508729674743e+155,-2.861662998688862e+155,inf
a :0.6900000000000001,Iterations: 146 : 8.419497225914818e+154,2.6896331556421604e+155,2.539995533112596e+155,inf
a :0.7000000000000001,Iterations: 145 : -6.984143386291222e+154,-2.231105149332326e+155,-2.1069777123027777e+155,inf
a :0.71,Iterations: 145 : -6.494439485594512e+155,-2.0746677977399868e+156,-1.959243745898114e+156,inf
a :0.72,Iterations: 144 : 4.803252005395829e+155,1.5344129823872728e+156,1.4490459834784164e+156,inf
a :0.73,Iterations: 143 : -3.3368753186812505e+155,-1.0659746363173035e+156,-1.006669184225918e+156,inf
a :0.74,Iterations: 142 : 2.1810199679044097e+155,6.967332444433365e+155,6.579705209778317e+155,inf
a :0.75,Iterations: 141 : -1.343288448807074e+155,-4.291174463936079e+155,-4.0524351610330184e+155,inf
a :0.76,Iterations: 140 : 7.807576020484992e+154,2.494153126537959e+155,2.3553910268453295e+155,inf
a :0.77,Iterations: 140 : 5.604810121585662e+155,1.7904730804703857e+156,1.6908601892466363e+156,inf
a :0.78,Iterations: 139 : -2.954277185028164e+155,-9.437525370697629e+155,-8.912469061040236e+155,inf
a :0.79,Iterations: 138 : 1.4753238986031324e+155,4.712965592269185e+155,4.45075995845946e+155,inf
a :0.8,Iterations: 138 : 9.517119030180949e+155,3.04027166978327e+156,2.8711262889137594e+156,inf
a :0.81,Iterations: 137 : -4.339711266820303e+155,-1.3863335298961976e+156,-1.3092049248254608e+156,inf
a :0.8200000000000001,Iterations: 136 : 1.8814114955787863e+155,6.010224366295437e+155,5.675845797547098e+155,inf
a :0.8300000000000001,Iterations: 136 : 1.099744734260512e+156,3.51316690372632e+156,3.3177120172781926e+156,inf
a :0.84,Iterations: 135 : -4.380099931105408e+155,-1.3992358075095164e+156,-1.3213893847902182e+156,inf
a :0.85,Iterations: 134 : 1.6638184270853287e+155,5.315116908267467e+155,5.019410612428791e+155,inf
a :0.86,Iterations: 134 : 8.877972425843384e+155,2.836094406911658e+156,2.678308419097893e+156,inf
a :0.87,Iterations: 133 : -3.115127637700025e+155,-9.951366873340657e+155,-9.397723014243214e+155,inf
a :0.88,Iterations: 132 : 1.0454238923324714e+155,3.339637376283332e+155,3.153836797475923e+155,inf
a :0.89,Iterations: 132 : 5.12580267921012e+155,1.6374527439534832e+156,1.546353132433707e+156,inf
a :0.9,Iterations: 131 : -1.596795196442125e+155,-5.101009226419962e+155,-4.817214802060773e+155,inf
a :0.91,Iterations: 131 : -7.453655574129127e+155,-2.3810921988559036e+156,-2.2486202389110828e+156,inf
a :0.92,Iterations: 130 : 2.1616746262648763e+155,6.905533181502604e+155,6.521344146127497e+155,inf
a :0.93,Iterations: 130 : 9.628139520750976e+155,3.075737492074145e+156,2.9046189717385584e+156,inf
a :0.9400000000000001,Iterations: 129 : -2.6066296975005367e+155,-8.3269552453794825e+155,-7.863685455886136e+155,inf
a :0.9500000000000001,Iterations: 129 : -1.1101419250114703e+156,-3.546381035424399e+156,-3.34907828221747e+156,inf
a :0.96,Iterations: 128 : 2.8128075289731013e+155,8.985596392953182e+155,8.485683132131292e+155,inf
a :0.97,Iterations: 128 : 1.1477337152681091e+156,3.666469115200702e+156,3.462485266947717e+156,inf
a :0.98,Iterations: 127 : -2.7281501634787687e+155,-8.715155948597392e+155,-8.230288630023926e+155,inf
a :0.99,Iterations: 127 : -1.0684914680964824e+156,-3.4133274256181134e+156,-3.2234271041512237e+156,inf
