svm_linear,0.5853107344632769,0.595
svm_polynomial,0.7326553672316385,0.7
svm_rbf,0.9598305084745762,0.935
logistic,0.5853107344632769,0.595
knn,0.9398305084745763,0.955
decision_tree,0.9933333333333334,0.985
random_forest,0.9766101694915253,0.97
